All tracks @ 257 nm;9,000;17,000;25,000;33,000;41,000;
-0,023;0,000;0,000;0,000;0,000;0,000;
-0,020;0,915;0,748;1,386;1,536;2,580;
-0,018;1,777;2,147;3,523;3,799;5,433;
-0,016;2,627;4,021;5,857;6,270;8,193;
-0,014;3,344;6,000;8,041;8,855;10,875;
-0,011;3,668;7,679;9,912;11,035;13,604;
-0,009;3,681;8,710;11,642;12,977;16,823;
-0,007;3,790;8,814;13,316;15,722;22,317;
-0,005;4,910;9,148;15,477;21,595;33,519;
-0,002;8,020;11,490;20,030;33,830;54,415;
-0,000;13,750;17,852;29,785;55,970;88,057;
0,002;23,261;30,317;47,990;89,571;134,316;
0,005;37,220;50,572;76,461;133,267;188,325;
0,007;55,031;78,282;114,035;182,103;242,221;
0,009;74,276;110,946;156,507;228,949;287,953;
0,011;90,951;143,579;197,128;266,081;318,986;
0,014;100,974;169,398;228,697;287,742;331,569;
0,016;102,146;183,129;245,733;290,645;324,151;
0,018;94,380;181,774;244,909;274,363;297,450;
0,020;79,532;165,670;226,350;241,289;254,603;
0,023;60,998;138,260;193,158;196,406;201,709;
0,025;42,538;105,336;151,357;147,191;147,455;
0,027;27,161;72,871;108,523;101,771;100,405;
0,030;16,109;46,088;71,605;66,232;65,926;
0,032;9,622;27,321;44,398;43,233;45,663;
0,034;7,131;16,329;27,578;31,914;37,978;
0,036;7,773;11,382;19,590;29,631;40,729;
0,039;10,221;10,500;18,421;34,760;52,719;
0,041;13,424;12,776;22,594;46,265;72,839;
0,043;17,320;18,037;31,122;63,648;99,569;
0,045;23,053;26,681;43,897;86,597;130,911;
0,048;31,125;39,187;61,310;113,831;163,909;
0,050;41,196;55,399;83,132;142,972;195,203;
0,052;51,464;73,946;107,839;170,875;221,149;
0,055;59,924;92,676;132,549;193,627;238,913;
0,057;65,429;109,039;153,847;208,455;246,743;
0,059;67,155;120,532;169,008;213,929;244,614;
0,061;64,433;125,703;176,305;209,289;232,728;
0,064;57,851;123,527;174,555;194,769;211,139;
0,066;48,412;114,332;163,630;171,808;181,074;
0,068;37,731;99,340;144,564;142,428;146,047;
0,070;27,466;80,849;119,825;110,882;110,230;
0,073;18,727;61,578;93,044;81,401;78,360;
0,075;11,977;44,193;67,775;56,828;53,715;
0,077;7,332;30,063;46,568;38,603;36,797;
0,080;4,330;19,487;30,697;26,785;27,021;
0,082;2,819;12,361;19,930;20,235;23,137;
0,084;2,298;8,304;13,544;17,885;23,603;
0,086;2,584;6,475;10,741;18,782;27,743;
0,089;3,657;6,406;10,748;22,716;35,442;
0,091;5,388;7,685;12,914;29,790;46,892;
0,093;7,976;10,030;17,132;40,269;62,703;
0,095;11,668;13,671;23,292;54,044;82,249;
0,098;16,514;19,109;31,665;70,069;104,149;
0,100;22,373;26,474;42,430;87,682;126,750;
0,102;28,782;35,650;55,660;106,231;147,884;
0,105;35,086;46,355;70,730;124,388;166,158;
0,107;40,966;57,929;86,730;140,829;180,563;
0,109;45,623;69,496;102,408;154,094;190,114;
0,111;48,615;79,953;115,949;162,494;193,860;
0,114;49,615;88,202;126,320;165,176;191,202;
0,116;48,210;93,134;132,519;161,843;182,130;
0,118;44,531;94,000;133,715;152,552;166,960;
0,120;39,066;90,677;129,584;138,123;146,871;
0,123;32,750;83,919;120,527;120,333;123,783;
0,125;26,413;74,222;107,189;100,720;99,745;
0,127;20,647;62,610;91,299;80,522;76,560;
0,130;15,590;50,059;74,279;61,206;56,044;
0,132;11,297;37,689;57,514;44,130;38,789;
0,134;7,984;26,608;42,065;30,150;25,176;
0,136;5,602;17,782;28,718;19,806;15,141;
0,139;3,966;11,122;18,157;12,663;8,314;
0,141;2,864;6,447;10,567;8,049;4,173;
0,143;1,915;3,219;5,785;5,365;2,079;
0,145;0,991;1,348;3,203;3,837;1,146;
0,148;0,416;0,445;2,126;2,710;0,639;
0,150;0,067;0,477;1,789;1,686;0,336;
0,152;0,000;0,464;1,733;0,653;0,164;
0,155;0,215;0,233;1,358;0,061;0,044;
0,157;0,523;0,000;0,911;0,000;0,000;
0,159;0,829;0,003;0,417;0,163;0,019;
0,161;0,987;0,235;0,000;0,159;0,309;
0,164;1,033;0,530;0,068;0,000;1,097;
0,166;0,919;0,646;0,660;0,000;1,865;
0,168;0,734;0,563;1,495;0,334;2,099;
0,170;0,552;0,360;2,315;0,825;1,968;
0,173;0,660;0,475;2,643;1,190;1,689;
0,175;0,803;0,793;2,405;1,152;1,802;
0,177;1,120;1,043;2,085;0,944;2,422;
0,180;1,431;1,459;1,906;1,393;3,665;
0,182;1,732;1,768;2,141;2,740;5,374;
0,184;2,083;1,864;2,779;4,483;7,438;
0,186;2,582;2,381;3,485;6,049;9,415;
0,189;3,074;3,232;4,419;7,336;11,102;
0,191;3,637;4,404;5,458;8,387;12,553;
0,193;4,038;5,556;6,696;9,759;14,078;
0,195;4,238;6,365;8,434;11,437;15,687;
0,198;4,422;6,881;10,180;12,919;17,549;
0,200;4,747;7,334;11,502;14,178;19,512;
0,202;5,266;7,853;12,657;15,680;21,198;
0,205;5,719;8,661;13,465;17,338;22,958;
0,207;5,973;9,512;14,181;19,149;24,634;
0,209;6,140;10,157;15,188;20,751;26,585;
0,211;6,568;10,783;16,199;21,775;29,010;
